face_id,age,gender,relationship,music_genre,band,team,first_name,last_name,education,education_prompt,work,work_prompt,fav_movie_1,fav_movie_2,fav_book_1,fav_book_2,fav_book_3,fav_auth_1,fav_auth_2,fav_auth_3,fav_food_1,fav_food_2,fav_food_3,home_city,home_state,languages,hogwarts,fav_pet,vg_genre,fav_video_game,spouse_id,n_friends,credit,gender_female,gender_male,relationship_married,relationship_single,relationship_widowed,music_genre_classical,music_genre_country,music_genre_electronic,music_genre_folk,music_genre_heavy metal,music_genre_hip-hop,music_genre_jazz,music_genre_rock,music_genre_tibetian throat singing,hogwarts_gryffindor,hogwarts_hufflepuff,hogwarts_ravenclaw,hogwarts_slytherin,fav_pet_birds,fav_pet_cats,fav_pet_dogs,fav_pet_fish,fav_pet_horses,fav_pet_reptiles,fav_pet_rodents
917,39.0,male,married,country,Harmonic 3,Cincinnati Bengals,Gary,Hepfer,general_education,Went to Pacific Grove Academy,Graphics Adventure Contract,Works ascook atGraphics Adventure Contract,"['O Auto da Compadecida', 'Girls Trip', 'La La Land']","['Maleficent', 'Top Gun', 'Metegol']",Pacific Vortex!,A Separate Peace,We Need to Talk About Kevin,"Clive Cussler, Michael Pritchard",John Knowles,Lionel Shriver,Key Lime Pie ,Kabocha Purée with Ginger ,Moroccan-Style Carrots ,Tama,IA,1,ravenclaw,horses,Action-Adventure,Red Dead Redemption 2,0,8,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
918,34.0,female,single,heavy metal,Earth Eden,Arizona Cardinals,Shannon,Patterson,bachelor,Went to Sandalwood University,Galaxy Software Atlantic,Works asbankerat Galaxy Software Atlantic,"['Terminator Genisys', ""Child's Play"", 'Mission: Impossible II']","['Teenage Mutant Ninja Turtles', 'Ted', 'The Green Mile']",What Katy Did  ,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",The Door to December,Susan Coolidge,Elizabeth Gilbert,"Richard Paige, Dean Koontz",Fregola with Clams ,Coffee Granita ,Fish and Chips ,Bethel Manor,VA,3,slytherin,cats,Sports,FIFA 18,0,6,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
919,25.0,female,single,classical,Samuel Barber,San Diego Chargers,Andrea,Scrivener,bachelor,Went to Oyster Harbour College,Net Systems,Works asjournalistat Net Systems,"['Jurassic World', 'The Bourne Supremacy', 'xXx: State of the Union']","['Titanic', 'Nuovo Cinema Paradiso', 'Sleeping Beauty']",Sourcery,Skinwalker,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Terry Pratchett,Faith Hunter,Philip Gourevitch,"To Form ""Water Caltrop"" Wontons ",Rhubarb Frangipane Pie ,Southern Deviled Eggs ,Royal Oak,MI,1,ravenclaw,horses,MMO,The Elder Scrolls Online,0,2,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
920,29.0,female,single,classical,Frédéric Chopin,San Francisco 49ers,Freda,Evangelista,bachelor,Went to Silverleaf University,Bell Solutions Power,Works asengineer atBell Solutions Power,"['Meet the Parents', 'In a Heartbeat', 'The Notebook']","['卧虎藏龙', 'Hello, My Name Is Doris', 'The Big Sick']",Storm Prey,True History of the Kelly Gang,The Lion's Lady,John Sandford,Peter Carey,Julie Garwood,Mashed Kohlrabi With Brown Butter ,Coffee-Rubbed Steak ,Celery-Root and Apple Purée ,Paderborn,IL,4,hufflepuff,fish,Adventure,LEGO Indiana Jones: The Original Adventures,0,3,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
921,36.0,female,married,tibetian throat singing,,Carolina Panthers,Alisa,Smith,master,Went to Trinity University,Research South Alpha,Works aslawyer atResearch South Alpha,"['The Dark Knight', 'Enigma', 'Passengers']","['Alien', 'The Revenant', 'Gone Girl']",The River,,Gilead,Gary Paulsen,Kitty French,Marilynne Robinson,Whipped Chipotle Sweet Potatoes ,Chicken Liver Mousse with Riesling-Thyme Gelée ,Grilled Lamb Chops with Fresh Mango Chutney ,Alorton,IL,1,ravenclaw,rodents,Role-Playing,Fallout 4,557,7,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
922,49.0,female,single,folk,Nobody Of Shafted,Philadelphia Eagles,Martha,Dickson,bachelor,Went to Trinity Institute,Graphics Bell Design,Works aslawyer atGraphics Bell Design,"['Jackass Number Two', 'Project Nim', 'Full Tilt Boogie']","['The Mummy', 'Jurassic World', 'Avatar']",School's Out Forever,From Potter's Field,Pedagogia do Oprimido,James Patterson,Patricia Cornwell,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",Heirloom Tomato Salad ,Sauteed Salmon with Five-Spice Lime Butter ,Frozen Nougat and Chocolate Dessert ,Elbert,TX,3,hufflepuff,cats,Role-Playing,Final Fantasy XIII,0,14,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
923,25.0,female,single,classical,Johann Strauss II,Cleveland Browns,Amanda,Wright,general_education,Went to Einstein High School,Consulting Construction Net,Works aswaiter atConsulting Construction Net,"['Guardians of the Galaxy Vol. 2', 'Iron Sky', 'Blade Runner']","['Charlie and the Chocolate Factory', 'Colossal', 'Night at the Museum']",Whitethorn Woods,Four Past Midnight,"A Ring of Endless Light (Austin Family, #4)",Maeve Binchy,"Stephen King, Willem Dafoe",Madeleine L'Engle,Candied Rose Petal and Chocolate Cookies ,Stilton Potato Gratin ,Fresh Egg Pasta ,Burney,CA,4,gryffindor,cats,Strategy,Theme Hospital,0,4,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
924,24.0,female,married,folk,Against Highway,Houston Texans,Delores,Sert,student,Studies at Seacoast University,unemployed,,"['The Human Centipede 2 (Full Sequence)', 'Aliens', 'Annabelle']","['Shark Tale', 'Sex Tape', ""We're the Millers""]",Lola and the Boy Next Door,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,Paganinikontraktet,Stephanie Perkins,J. Maarten Troost,"Lars Kepler, Laura A. Wideburg",Venison Medallions with Juniper and Orange ,The Pousse-Café No 1 ,"Potato and Corn Salad with Bacon, Blue Cheese, and Sherry Vinaigrette ",Milltown,NJ,1,gryffindor,horses,Puzzle,High School Musical: Makin' the Cut!,0,2,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
925,1.0,male,single,country,Brassy Innocent 7,Minnesota Vikings,Clarence,Boyce,none,Goes to Sunset Elementary,unemployed,,"['Dunkirk', 'Fury', 'The Dark Tower']","['Jackass 3D', 'Senna', 'Ronaldo']",90 Minutes in Heaven,Being Nikki,The Third Wheel,"Don Piper, Cecil Murphey",Meg Cabot,Jeff Kinney,"Flaxseed, Fig, and Walnut Crackers ",Ricotta Frittata ,Smoke-Baked Barbecue Chile Pie ,Pomeroy,WA,1,slytherin,fish,Role-Playing,The Elder Scrolls V: Skyrim,0,4,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
926,26.0,female,married,classical,Gustav Holst,Minnesota Vikings,Albertine,Purnell,bachelor,Went to Whitewater College,Net Bell Interactive,Works asnurseat Net Bell Interactive,"['Ice Age', 'Pixels', 'Chicken Little']","['The Hateful Eight', ""Miss Peregrine's Home for Peculiar Children"", 'Birkebeinerne']",Fallen in Love,The Wedding Girl,Scruples,Lauren Kate,Madeleine Wickham,Judith Krantz,Pear and Pumpkin Pie ,"Roasted Butternut Squash, Red Grapes, and Sage ",Accras de Morue ,Culdesac,ID,2,gryffindor,fish,Action-Adventure,Assassin's Creed III,270,3,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
927,26.0,male,single,hip-hop,Creamy 86,Jacksonville Jaguars,Alvaro,Spear,general_education,Went to Granite Bay School,Pacific Source Systems,Works aspainter atPacific Source Systems,"['Avatar', 'El laberinto del fauno', 'The Mummy']","['Annabelle', 'Rings', 'Saw VI']",What I Thought Was True,The Crippled God,,Huntley Fitzpatrick,Steven Erikson,E.L. James,Dulce de Leche Ice Cream Sundaes ,New York Strip and Fall Vegetable Roast with Mustard Cream Sauce ,Angel Hair Pasta with Smoked Salmon and Dill ,Hebgen Lake Estates,MT,1,gryffindor,fish,Adventure,LEGO Indiana Jones: The Original Adventures,0,3,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
928,21.0,female,single,classical,Erik Satie,New Orleans Saints,Janet,Reed,student,Studies at Sunshine University,Digital Net East,Works asbus_driverrepairperson at Digital Net East,"['Terminator Genisys', 'The Hunger Games: Mockingjay - Part 1', 'E.T. the Extra-Terrestrial']","['Rough Night', 'Cinderella', 'Psycho']",The Kingdom Keepers,Ross Poldark,Bloody Valentine,"Ridley Pearson, David Frankland",Winston Graham,Melissa de la Cruz,Cabbage and Apple Salad ,Limoncello ,Green Pipiân Mole with Chicken ,Navarre Beach,FL,2,slytherin,birds,Strategy,Mario + Rabbids: Kingdom Battle,0,3,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
929,33.0,male,married,hip-hop,Bonus 692,Baltimore Ravens,Stephen,Taylor,bachelor,Went to Liberty School of Fine Arts,West People Source,Works aspilot atWest People Source,"['Fifty Shades of Grey', 'Kidnap', 'What Happened to Monday']","['Colossal', 'Ricki and the Flash', 'Pirates of the Caribbean: Dead Men Tell No Tales']",Schooled,Danger in the Shadows,"Every Boy's Got One (Boy, #3)",Gordon Korman,Dee Henderson,Meg Cabot,"Grilled Swiss Cheese, Tuna and Red Pepper Sandwiches ","Fresh Fruit Salad with Honey, Mint and Lime Syrup ",Roasted Potato and Okra Salad ,McFarland,KS,1,slytherin,fish,Music,Just Dance 2015,0,4,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
930,44.0,male,married,rock,Homework Of The Defect,Baltimore Ravens,Theodore,York,bachelor,Went to Winterville Institute,Federated Telecom Provider,Works asnurseat Federated Telecom Provider,"['Kong: Skull Island', 'Mad Max: Fury Road', 'Ghost in the Shell']","['Sicko', 'Jackass 3.5', 'Man on Wire']",Promise of Blood,The Miniaturist,What We Keep ,Brian  McClellan,Jessie Burton,Elizabeth Berg,Peanut Butter Buckeyes ,Brazilian Collard Greens ,"Flaxseed, Fig, and Walnut Crackers ",Caldwell,AR,4,ravenclaw,horses,Fighting,Street Fighter IV,699,18,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
931,26.0,male,single,hip-hop,In Barbaric Execution,Cleveland Browns,Richard,Bailey,bachelor,Went to Eagle Mountain College,Star Telecom Medicine,Works aswriterat Star Telecom Medicine,"['The BFG', 'Beauty and the Beast', 'The Twilight Saga: Breaking Dawn - Part 1']","['King Arthur: Legend of the Sword', 'Blade II', 'Harry Potter and the Order of the Phoenix']",Hogwarts: An Incomplete and Unreliable Guide,My Life in France,The Mystery Knight,J.K. Rowling,"Julia Child, Alex Prud'Homme",George R.R. Martin,Cherry Cola Barbecue Sauce ,Savory Rice Cakes ,Berry and Tarragon Pavlova ,Odum,GA,2,slytherin,dogs,Role-Playing,The Witcher 3: Wild Hunt,0,6,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
932,30.0,female,single,electronic,434 Flock,New Orleans Saints,Georgia,Sellman,master,Went to Whale Coast College,Resource Alpha South,Works asmanager atResource Alpha South,"['Star Wars: The Force Awakens', 'The Fifth Element', 'The Nightmare Before Christmas']","['Forget Paris', 'Forrest Gump', 'The English Patient']",Little House on the Prairie,The Lust Lizard of Melancholy Cove,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy","Laura Ingalls Wilder, Garth Williams",Christopher Moore,Jeanne Birdsall,Green Beans with Thai-Style Sesame Sauce ,Caramel-Cognac Fondue ,Pear Brandy Cocktails ,Dunseith,ND,3,ravenclaw,horses,MMO,Dragon Quest X,0,7,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
933,43.0,male,married,hip-hop,A.N. Funk,Houston Texans,Michael,Grove,bachelor,Went to Village Institute,Digital West,Works aswriterat Digital West,"['Saw 3D', 'Carrie', 'Annabelle']","['The Fate of the Furious', 'No Good Deed', 'Wind River']",Foundation and Empire,"The Lion, the Witch and the Wardrobe",Czas pogardy,Isaac Asimov,C.S. Lewis,Andrzej Sapkowski,Noodles with Eggplant-Sausage Sauce ,Blueberry Lemon Corn Muffins ,Toasted Corn and Cumin Salsa ,Hay Springs,NE,2,ravenclaw,cats,MMO,Final Fantasy XIV Online,0,9,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
934,32.0,male,married,folk,Lash Of The Blitz,Pittsburgh Steelers,Rey,King,master,Went to Whitewater College,Omega Vision,Works assoftware_developer atOmega Vision,"['Mad Max: Fury Road', 'Arrival', 'Ghost in the Shell']","['Penguins of Madagascar', 'Ice Age', 'See No Evil, Hear No Evil']",Pride and Prejudice,Emily of New Moon,"A Child Called ""It"": One Child's Courage to Survive",Jane Austen,L.M. Montgomery,Dave Pelzer,Yodel Bûche de Noël ,Shrimp Enchiladas with Roasted Sweet Potatoes and Parsnips ,Spritz Christmas Wreath Cookies ,San Antonio,NM,1,slytherin,cats,Platform,Crash Bandicoot: The Wrath of Cortex,571,6,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
935,46.0,female,married,country,Experimental Faulty 24,New York Giants,Marquitta,Cody,general_education,Went to Pacific Grove Academy,Bell Architecture Interactive,Works asbus_driverrepairperson atBell Architecture Interactive,"['Thor: Ragnarok', 'The Empire Strikes Back', 'Real Steel']","['The Circle', '2:22', 'The Lion King']","Y: The Last Man, Vol. 1: Unmanned",Mr. Mercedes,Star Wars: Darth Plagueis,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",Stephen King,James Luceno,Funny Bones ,Quinoa-Fennel Pilaf ,Spiced Chicken Stew with Carrots ,Harlan,IN,2,slytherin,dogs,Adventure,Tomb Raider II,0,14,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
936,39.0,male,married,heavy metal,Karma Truth,Oakland Raiders,Michael,Nicely,master,Went to Whale Coast College,Contract Advanced People,Works aslawyer atContract Advanced People,"['Interstellar', 'Minority Report', 'Thor: Ragnarok']","['Finding Vivian Maier', 'Video Games: The Movie', 'The Summit']",Meditationes de prima philosophia,Candide,Ghost Story,"René Descartes, Donald A. Cress",Voltaire,Peter Straub,Tarte Tatin with Brandied Caramel Sauce ,"Farfalle with Sausage, Tomatoes, and Cream ",Three-Cheese Garlic Bread ,Bailey's Prairie,TX,1,gryffindor,fish,Racing,Forza Motorsport 3,0,6,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
937,27.0,female,married,country,Harmonic 3,San Diego Chargers,Melissa,Stater,bachelor,Went to Whitewater School of Fine Arts,Net Consulting,Works asmanager atNet Consulting,"['The Dark Tower', '千と千尋の神隠し', 'Teenage Mutant Ninja Turtles']","['Beauty and the Beast', 'Color of Night', 'In a Heartbeat']",Dark Flame, ,"Y: The Last Man, Vol. 1: Unmanned",Alyson Noel,Steve Perry,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",Country Terrine ,Chilaquiles with Turkey and Roasted Tomatillo Salsa ,Café Brulot ,Lake Lorelei,OH,4,slytherin,dogs,Sports,FIFA 17,340,7,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
938,2.0,female,single,rock,Unarmed Nightly 7,Cleveland Browns,Estela,Richardson,none,Goes to Grapevine Elementary,unemployed,,"['An Inconvenient Truth', 'We Steal Secrets: The Story of WikiLeaks', 'American Grindhouse']","['Birkebeinerne', 'Logan', 'X-Men: Days of Future Past']",The Fire Within,Too Big to Fail The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis - and Lost,Independence Day,Chris d'Lacey,Andrew Ross Sorkin,Richard Ford,Broncbuster's Barbecue Sauce ,Nudies ,Meringues ,Blevins,AR,1,slytherin,dogs,Sports,FIFA 19,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
939,28.0,male,single,country,Marriage 121,Buffalo Bills,William,Lee,doctor,Went to Savanna Technical School,Atlantic Interactive Data,Works as data_scientist at Atlantic Interactive Data,"['Kung Fu Panda', 'La La Land', 'Despicable Me 2']","['Their Finest', 'Wimbledon', 'Dilwale Dulhania Le Jayenge']",Anyone But You ,We Should All Be Feminists,300,Jennifer Crusie,Chimamanda Ngozi Adichie,"Frank Miller, Lynn Varley",Amaretto-Cranberry Kiss ,Pickled Red Onions ,"Bruschetta with Arugula, Smoked Mozzarella, and Tomatoes ",Merna,NE,1,gryffindor,cats,Puzzle,Scribblenauts,0,2,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
940,25.0,female,married,country,Vitally Technicality With The Beaker Breaker,Tampa Bay Bucs,Mary,Mackay,general_education,Went to Oak Hills High,Electronic Adventure,Works asbus_driverrepairperson atElectronic Adventure,"['The Nightmare Before Christmas', 'The Twilight Saga: New Moon', 'The Jungle Book']","['Beautiful Creatures', 'Once Upon a Time in America', 'O Auto da Compadecida']",The Great Gilly Hopkins,The Posthumous Papers of the Pickwick Club,Clockwork Princess,Katherine Paterson,Charles Dickens,Cassandra Clare,Sparkling Apple Cocktail ,Tamarind-Honey Lamb Kebabs on Mashed Yams ,Lettuce Cups with Stir-Fried Chicken ,Des Allemands,LA,3,slytherin,dogs,Shooter,Call of Duty: Black Ops,0,5,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
941,31.0,male,married,hip-hop,Chain Of The Disruption,Pittsburgh Steelers,George,Joseph,general_education,Went to Tranquillity School,Speed Construction Data,Works asconstruction_worker atSpeed Construction Data,"['Highlander', 'Ratatouille', 'The Mummy Returns']","['Color of Night', 'Beauty and the Beast', 'The Twilight Saga: Breaking Dawn - Part 2']",Anne Rice's The Vampire Lestat: The Graphic Novel,King & Maxwell,The Watchman,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",David Baldacci,Robert Crais,Farmer Cheese Cheesecake ,Pan-Roasted Pork Chops with Yellow Pepper Mole Sauce ,Cheddar and Chive Yorkshire Pudding ,Ducor,CA,3,slytherin,fish,Simulation,The Sims 3,82,7,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
942,29.0,female,single,classical,Giuseppe Verdi,Atlanta Falcons,Ruby,Marquez,bachelor,Went to Winterville Institute,Universal Construction,Works asbankerat Universal Construction,"['I.T.', 'The Bourne Supremacy', 'Terminator Genisys']","['Unfriend', 'Insidious', 'Dracula Untold']",A Civil Campaign,A Bite to Remember,Silas Marner: The Weaver of Raveloe,Lois McMaster Bujold,Lynsay Sands,George Eliot,Bittersweet Chocolate Cookies ,"Butternut Squash and Noodles with Coconut, Lime and Cilantro Sauce ",Sweet Preserved Pumpkin ,Crownpoint,NM,4,hufflepuff,reptiles,Action-Adventure,Red Dead Redemption 2,0,6,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
943,29.0,female,married,folk,Vampire Of East,Green Bay Packers,Terri,Uribe,bachelor,Went to Faith Institute,Frontier Analysis Universal,Works asteacherat Frontier Analysis Universal,"['Life', 'Sicario', 'The Bourne Supremacy']","['聲の形', 'Once Upon a Time in America', 'Black Mirror: White Christmas']",,Thirst No. 1,A Suitable Boy,Lisa McMann,Christopher Pike,Vikram Seth,Lemon Macaroon Ice Cream with Blueberry Compote ,Baked Kibbeh ,Nuked Nachos ,Gasport,NY,2,ravenclaw,fish,Music,Guitar Hero Live,0,4,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
944,44.0,male,married,hip-hop,J Skanking,Washington Redskins,Vernon,Thompson,general_education,Went to Sunshine High School,unemployed,Unemployed,"['Edge of Tomorrow', 'Furious 7', 'Ant-Man']","['X-Men: Days of Future Past', 'The Dark Tower', 'Lucy']",Mosquitoland,The Beginner's Goodbye,Smashed: Story of a Drunken Girlhood,David  Arnold,Anne Tyler,Koren Zailckas,Halloween Spice Cake ,Broiled Turkey ,Red Berry Sauce ,Dalton Gardens,ID,2,gryffindor,dogs,Action,Grand Theft Auto: Vice City,352,11,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
945,35.0,male,single,jazz,Slavery Of The Internship,Detroit Lions,Terrence,Richardson,general_education,Went to Little Valley School,Source Provider People,Works ascook atSource Provider People,"['(500) Days of Summer', 'The Twilight Saga: Eclipse', 'The Princess and the Frog']","['Avatar', 'Snow White and the Huntsman', 'Sausage Party']",Fatal Voyage,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,"Charlie Bone and the Invisible Boy (The Children of the Red King, # 3)",Kathy Reichs,"Kevin D. Mitnick, William L. Simon, Steve Wozniak",Jenny Nimmo,Smoked Pork in Pastry ,Roasted Sweet Potatoes with Five-Spice Butter ,Four Corners Lentil Soup ,Truckee,CA,3,ravenclaw,rodents,Music,Dance Central 2,0,8,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
946,28.0,female,single,rock,Musical Of Soul,Dallas Cowboys,Janice,Vickers,general_education,Went to East Shores Technical School,Telecom Future Network,Works ascook atTelecom Future Network,"['Star Wars', 'Suicide Squad', 'Self/less']","['Ghostbusters', 'Fist Fight', 'Guardians of the Galaxy Vol. 2']",O Monte Cinco,,1Q84 Book 1 [Ichi-kyū-hachi-yon],Paulo Coelho,Robert Dugoni,"Haruki Murakami, 村上 春樹",Creamed Grilled Corn ,Lamb and Eggplant Potpie with Feta Potato Crust ,Falafel Mushroom Loaf ,Old Agency,MT,2,ravenclaw,rodents,Action-Adventure,Assassin's Creed III,0,5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
947,8.0,male,single,country,Difficult Manual,New York Giants,Kenneth,Harris,none,Goes to Independence Elementary,unemployed,,"['Divergent', 'Captain America: The First Avenger', 'Terminator 2: Judgment Day']","['2:22', 'The Beguiled', 'Braveheart']",Until Friday Night,"The Walking Dead, Vol. 10: What We Become",Lover Revealed,Abbi Glines,Robert Kirkman,J.R. Ward,Garbanzo Bean Salad ,Pork Chops with Sauteed Red Cabbage ,Chicken Gabriella ,Belvidere,NE,4,gryffindor,reptiles,Simulation,The Sims 3,0,4,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
948,23.0,female,married,hip-hop,Creamy 86,Arizona Cardinals,Mary,Stroth,general_education,Went to Little Valley School,Resource Design Systems,Works ascook atResource Design Systems,"['The Mummy', 'Dawn of the Planet of the Apes', 'The Lord of the Rings: The Two Towers']","['Batman', 'A Ghost Story', 'Teenage Mutant Ninja Turtles']",Diarios de motocicleta: notas de viaje por América Latina,On Beauty,Kitty Goes to Washington,"Ernesto Che Guevara, Aleida Guevara March",Zadie Smith,Carrie Vaughn,Chocolate-Ginger Angel Food Cake ,Plain Base ,"Mackerel with Cauliflower ""Couscous"" and Tahini ",Bangor,MI,2,gryffindor,reptiles,Sports,FIFA 17,279,6,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
949,48.0,male,single,jazz,P.P. Bulk,New Orleans Saints,Peter,Hooper,doctor,Went to Patriot College,Atlantic Omega Network,Works as professor at Atlantic Omega Network,"['X-Men: Days of Future Past', 'The Maze Runner', 'The Hunger Games: Catching Fire']","['The Omen', 'I Spit on Your Grave III: Vengeance is Mine', ""Child's Play 2""]","Mary, Mary",Rodrick Rules,Eternal Rider,James Patterson,Jeff Kinney,Larissa Ione,Seared Ahi Tuna and Avocado Tartare ,Quick and Easy Spice Cake ,Aperol Mist ,Fairfield Glade,TN,4,ravenclaw,birds,Adventure,Rugrats: Search For Reptar,0,14,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
950,37.0,female,single,rock,Grid Down Voided,San Diego Chargers,Karen,Morrison,general_education,Went to Ravenwood High,Power Internet Alpha,Works ascook atPower Internet Alpha,"['The Princess Bride', 'Barfly', 'Titanic']","['The Incredible Hulk', 'Sleight', 'Minority Report']",Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,The Happy Prince and The House of Pomegranates,The Runaway Bunny,Shakti Gawain,Oscar Wilde,"Margaret Wise Brown, Clement Hurd",Remsen Cooler ,Sesame Miso Vinaigrette ,Mom's Sweet-and-Sour Red Cabbage ,Richmond,CA,1,ravenclaw,birds,Sandbox,Windward,0,6,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
951,32.0,male,married,classical,Jules Massenet,Buffalo Bills,Willis,Harrison,bachelor,Went to Waterford College,Studio Signal Venture,Works asaccountant atStudio Signal Venture,"['Sex Tape', 'Charlie and the Chocolate Factory', 'Their Finest']","['Pina', 'A Personal Journey with Martin Scorsese Through American Movies', 'Marvel: 75 Years, From Pulp to Pop!']",My Friend Leonard,Memoria de mis putas tristes,The Reef,James Frey,"Gabriel García Márquez, Edith Grossman",Nora Roberts,Fresh Pea Hummus Crostini with Pea Tendril Garnish ,Apricot-Anise Tarts ,Chocolate Toffee Cookies ,Allen,KY,2,slytherin,reptiles,Simulation,Cooking Mama,747,3,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
952,23.0,female,married,jazz,Y.F.Y.,Houston Texans,Karen,Giel,general_education,Went to Apple Valley High School,Building Innovation Source,Works asbus_driverrepairperson atBuilding Innovation Source,"['Suicide Squad', 'Fantastic Four', 'Interstellar']","['Marvel Studios: Assembling a Universe', 'Cesare deve morire', 'An Inconvenient Truth']",The Thousand Names,The Cronicle History of Henry the fift,Et dukkehjem,Django Wexler,"William Shakespeare, Barbara A. Mowat, Paul Werstine","Henrik Ibsen, Michael   Meyer",Swiss Chard with Horseradish ,Pumpkin Seed-Crusted Trout with Cabbage-Cilantro Salad ,Lavender Chocolate Bars ,Johnsonville,SC,3,hufflepuff,horses,Platform,Crash Bandicoot: The Wrath of Cortex,0,4,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
953,30.0,female,single,jazz,Gator Of Physically,Arizona Cardinals,Evelyn,Dow,bachelor,Went to Waterford College,Venture Hardware,Works asbankerat Venture Hardware,"['Zootopia', 'Chicken Little', 'Inside Out']","['Back to the Future', 'Ice Age', 'The Hangover Part III']",Little Altars Everywhere,Белые ночи,Chicka Chicka Boom Boom,Rebecca Wells,Fyodor Dostoyevsky,"Bill Martin Jr., John Archambault, Lois Ehlert",Panfried Quail and Creamed Corn with Bacon ,Herbed Spaetzle ,Shrimp Boil ,Alto,CA,4,ravenclaw,reptiles,Action,Grand Theft Auto V,0,6,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
